,School Year,Location Name,Location Code,Borough,Geographical District Code,Register,Building Name,# Schools,NYPD Site Code,NYPD Site Name,Schools in Building,Major N,Oth N,NoCrim N
928,2016 - 17,Brooklyn Preparatory High School,K488,K,14,972.0,150 ALBANY AVENUE CONSOLIDATED LOCATION,2,3.0,AUTOMOTIVE HS,Pathways in Technology Early College High School  |  Academy for Health Careers |  150 ALBANY AVENUE CONSOLIDATED LOCATION,3.0,8.0,16.0
929,2016 - 17,Bard High School Early College,M696,M,1,450.0,,1,544.0,IS 090M,P.S. 096 Joseph Lanzetta,0.0,4.0,5.0
930,2016 - 17,P.S. 040 Augustus Saint-Gaudens,M040,M,2,427.0,,1,578.0,PS 030M,P.S. 036 Margaret Douglas,0.0,0.0,3.0
931,2016 - 17,M.S. 256 Academic & Athletic Excellence,M256,M,3,1155.0,240 EAST 109 STREET CONSOLIDATED LOCATION,2,597.0,PS 112M,Tag Young Scholars |  ESPERANZA PREPARATORY ACADEMY |  240 EAST 109 STREET CONSOLIDATED LOCATION,0.0,3.0,6.0
932,2016 - 17,141 MACON STREET CONSOLIDATED LOCATION,K258,K,13,293.0,141 MACON STREET CONSOLIDATED LOCATION,2,284.0,PS 254K,P.S. K140|Leadership Prep Bedford Stuyvesant Charter School|141 MACON STREET CONSOLIDATED LOCATION,,,
933,2016 - 17,High School for Youth and Community Development at,K537,K,17,,911 FLATBUSH AVENUE CONSOLIDATED LOCATION,6,184.0,JOHN JAY HS,"Academy for College Preparation and Career Explora |  Academy of Hospitality and Tourism |  Erasmus Yabc |  High School for Youth and Community Development at |  High School for Service & Learning at Erasmus |  Science, Technology and Research Early College Hig |  911 FLATBUSH AVENUE CONSOLIDATED LOCATION",,,
934,2016 - 17,330 18 STREET CONSOLIDATED LOCATION,K845,K,15,563.0,330 18 STREET CONSOLIDATED LOCATION,2,317.0,SOUTH BROOKLYN COMMUNITY HS,P.S. 295 |  New Voices School of Academic & Creative Arts |  330 18 STREET CONSOLIDATED LOCATION,,,
935,2016 - 17,"P.S. 145, The Bloomingdale School",M145,M,3,566.0,134 WEST 122 STREET CONSOLIDATED LOCATION,2,697.0,PS 140M,P.S. 242 - The Young Diplomats Magnet Academy |  Future Leaders Institute Charter School |  134 WEST 122 STREET CONSOLIDATED LOCATION,1.0,1.0,0.0
936,2016 - 17,Parkside Preparatory Academy,K002,K,17,495.0,655 PARKSIDE AVENUE CONSOLIDATED LOCATION,3,188.0,MS 002K,Parkside Preparatory Academy |  P.S. K141 |Explore Charter High School |655 PARKSIDE AVENUE CONSOLIDATED LOCATION,,,
937,2016 - 17,800 GATES AVENUE CONSOLIDATED LOCATION,K324,K,16,380.0,800 GATES AVENUE CONSOLIDATED LOCATION,3,127.0,PS 319K,"M.S. 267 Math, Science & Technology| Bedford Stuyvesant Collegiate Charter School| La Cima Charter School| 800 GATES AVENUE CONSOLIDATED LOCATION",,,
938,2016 - 17,Tompkins Square Middle School,M839,M,1,331.0,600 EAST  6 STREET CONSOLIDATED LOCATION,3,687.0,PS 061M,P.S. 064 Robert Simon |  Earth School |  Tompkins Square Middle School |  600 EAST  6 STREET CONSOLIDATED LOCATION,,,
939,2016 - 17,International High School at Lafayette,K337,K,21,470.0,,1,1039.0,P396K,P.S. 399 Stanley Eugene Clark,0.0,1.0,2.0
940,2016 - 17,Brooklyn Frontiers High School,K423,K,15,1423.0,6565 FLATLANDS AVENUE CONSOLIDATED LOCATION,6,145.0,CANARSIE HS,Brooklyn Generation School |  Brooklyn Theatre Arts High School |  Victory Collegiate High School |  Brooklyn Bridge Academy |  Academy for Conservation and the Environment |  South Shore Educational Complex Yabc |  6565 FLATLANDS AVENUE CONSOLIDATED LOCATION,3.0,10.0,28.0
941,2016 - 17,Success Academy Charter School - Cobble Hill,K129,K,15,1516.0,301 VERMONT STREET|300 WYONA STREET|CONSOLIDATED LOCATION,2,26.0,IS 291K,J.H.S. 292 Margaret S. Douglas | The Uft Charter School | 301 VERMONT STREET|300 WYONA STREET|CONSOLIDATED LOCATION,1.0,2.0,7.0
942,2016 - 17,"Collaborative Academy of Science, Technology, & La",M345,M,1,234.0,220 HENRY STREET CONSOLIDATED LOCATION,4,552.0,JHS 052M,"Henry Street School for International Studies |  University Neighborhood Middle School |  Collaborative Academy of Science, Technology, & La | Manhattan Charter School II  |220 HENRY STREET CONSOLIDATED LOCATION",,,
943,2016 - 17,P.S. 90 Edna Cohen School,K090,K,21,648.0,,1,159.0,IS 088K,P.S. 90 Edna Cohen School,1.0,0.0,3.0
944,2016 - 17,Essence School,K311,K,19,269.0,590 SHEFFIELD AVENUE CONSOLIDATED LOCATION,2,248.0,PS 185K,P.S. 190 Sheffield |  Essence School |  590 SHEFFIELD AVENUE CONSOLIDATED LOCATION,0.0,1.0,0.0
945,2016 - 17,"School for Human Rights, The",K531,K,17,1956.0,911 FLATBUSH AVENUE CONSOLIDATED LOCATION,6,184.0,JOHN JAY HS,"Academy for College Preparation and Career Explora |  Academy of Hospitality and Tourism |  Erasmus Yabc |  High School for Youth and Community Development at |  High School for Service & Learning at Erasmus |  Science, Technology and Research Early College Hig |  911 FLATBUSH AVENUE CONSOLIDATED LOCATION",3.0,3.0,17.0
946,2016 - 17,P.S. 287 Bailey K. Ashford,K287,K,13,349.0,,1,181.0,JHS 281K,P.S. K811 Connie Lekas School,0.0,0.0,0.0
947,2016 - 17,P.S. 119 Amersfort,K119,K,22,97.0,300 WILLOUGHBY AVENUE CONSOLIDATED LOCATION,3,86.0,PS 116K,"Brooklyn Community High School of Communication, A |  Brooklyn Prospect Charter School Downtown |  Brooklyn High School for Leadership and Community |  300 WILLOUGHBY AVENUE CONSOLIDATED LOCATION",,,
948,2016 - 17,LEADERSHIP PREP BROWNSVILLE CHARTER SCHOOL(BN),K711,K,23,211.0,985 ROCKAWAY AVENUE CONSOLIDATED LOCATION,4,25.0,IS 271K,Kappa V |  Brooklyn Democracy Academy |Leadership Preparatory Brownsville Charter School |Metropolitan Diploma Plus High School |  985 ROCKAWAY AVENUE CONSOLIDATED LOCATION,,,
949,2016 - 17,BROOKLYN EXCELSIOR CHARTER SCHOOL(BN),K731,K,16,991.0,,1,1078.0,BROOKLYN COLLEGE ACADEMY,BROOKLYN PROSPECT CHARTER SCHOOL(BS),0.0,1.0,0.0
950,2016 - 17,P.S. K225 - The Eileen E. Zaglin,K225,K,21,424.0,,1,269.0,PS 222K,P.S. 224 Hale A. Woodruff,0.0,0.0,3.0
951,2016 - 17,Metropolitan Diploma Plus High School,K647,K,23,208.0,985 ROCKAWAY AVENUE CONSOLIDATED LOCATION,4,25.0,IS 271K,Kappa V |  Brooklyn Democracy Academy |Leadership Preparatory Brownsville Charter School |Metropolitan Diploma Plus High School |  985 ROCKAWAY AVENUE CONSOLIDATED LOCATION,,,
952,2016 - 17,5800 TILDEN AVENUE CONSOLIDATED LOCATION,K415,K,18,329.0,5800 TILDEN AVENUE CONSOLIDATED LOCATION,4,185.0,LAFAYETTE HS,It Takes a Village Academy |  Kurt Hahn Expeditionary Learning School |  Cultural Academy for the Arts and Sciences | New American Academy Charter School |  5800 TILDEN AVENUE CONSOLIDATED LOCATION,,,
953,2016 - 17,Brooklyn Collegiate: A College Board School,K493,K,23,306.0,2021 BERGEN STREET CONSOLIDATED LOCATION,2,1184.0,PS 54K,Brooklyn Collegiate: A College Board School l Achievement First Brownsville Charter School l 2021 BERGEN STREET CONSOLIDATED LOCATION,,,
954,2016 - 17,225 ADELPHI STREET CONSOLIDATED LOCATION,K020,K,13,927.0,225 ADELPHI STREET CONSOLIDATED LOCATION,2,58.0,PS 019K,P.S. 020 Clinton Hill |  Academy of Arts and Letters |  225 ADELPHI STREET CONSOLIDATED LOCATION,0.0,0.0,0.0
955,2016 - 17,185 WADSWORTH AVENUE CONSOLIDATED LOCATION,M132,M,6,376.0,185 WADSWORTH AVENUE CONSOLIDATED LOCATION,2,695.0,PS 130M,M.S. 131 |  Pace High School |  EMMA LAZARUS HIGH SCHOOL |  100 HESTER STREET CONSOLIDATED LOCATION,,,
956,2016 - 17,P.S. 156 Waverly,K156,K,23,957.0,1400 PENNSYLVANIA AVENUE CONSOLIDATED LOCATION,2,190.0,MS 136K,P.S. 346 Abe Stark |  Frederick Douglass Academy VIII Middle School |  1400 PENNSYLVANIA AVENUE CONSOLIDATED LOCATION,0.0,0.0,3.0
957,2016 - 17,Leon M. Goldstein High School for the Sciences,K535,K,22,3894.0,,1,318.0,SOUTH SHORE HS,Edward R. Murrow High School,3.0,2.0,18.0
958,2016 - 17,P.S. 77 Lower Lab School,M077,M,2,1177.0,244 WEST 144 STREET CONSOLIDATED LOCATION,2,628.0,PS 191M,P.S. 194 Countee Cullen|Harlem Village Academy Charter School|244 WEST 144 STREET CONSOLIDATED LOCATION,0.0,3.0,2.0
959,2016 - 17,Sunset Park High School,K667,K,15,413.0,,1,318.0,SOUTH SHORE HS,All City Leadership Secondary School,0.0,0.0,0.0
960,2016 - 17,High School of Sports Management,K348,K,21,367.0,2630 BENSON AVENUE CONSOLIDATED LOCATION,5,1162.0,PAL AUXILARY SERVICES,International High School at Lafayette |  High School of Sports Management |  Kingsborough Early College School |  Life Academy High School for Film and Music |  Expeditionary Learning School for Community Leader |  2630 BENSON AVENUE CONSOLIDATED LOCATION,,,
961,2016 - 17,P.S. 243K- The Weeksville School,K243,K,16,226.0,755 EAST 100 STREET,1,,,Olympus Academy 755 East 100 Street,0.0,0.0,5.0
962,2016 - 17,M.S. 035 Stephen Decatur,K035,K,16,181.0,272 MACDONOUGH STREET CONSOLIDATED LOCATION,2,63.0,PS 034K,Brooklyn Brownstone School |  M.S. 035 Stephen Decatur |  272 MACDONOUGH STREET CONSOLIDATED LOCATION,,,
963,2016 - 17,P.S. 209 Margaret Mead,K209,K,21,436.0,,1,259.0,PS 204K,P.S. 208 Elsa Ebeling,0.0,0.0,0.0
964,2016 - 17,New Heights Middle School,K722,K,17,1032.0,790 EAST NEW YORK AVENUE CONSOLIDATED LOCATION,2,1188.0,PS 384K,New Heights Middle School|ACHIEVEMENT FIRST CROWN HEIGHTS CHARTER SCHOOL(BS)|790 EAST NEW YORK AVENUE CONSOLIDATED LOCATION,,,
965,2016 - 17,Academy for Social Action: A College Board School,M367,M,5,231.0,509 WEST 129 STREET CONSOLIDATED LOCATION,3,683.0,PS 040M,I.S. M286 Renaissance Leadership Academy |  Academy for Social Action: A College Board School |  Urban Assembly School for the Performing Arts |509 WEST 129 STREET CONSOLIDATED LOCATION,,,
966,2016 - 17,P.S. 180 Hugo Newman,M180,M,3,281.0,4862 BROADWAY CONSOLIDATED LOCATION,2,619.0,PS 171M,Amistad Dual Language School |  Muscota |  4862 BROADWAY CONSOLIDATED LOCATION,,,
967,2016 - 17,Multicultural High School,K583,K,19,1447.0,5800 TILDEN AVENUE CONSOLIDATED LOCATION,4,185.0,LAFAYETTE HS,It Takes a Village Academy |  Kurt Hahn Expeditionary Learning School |  Cultural Academy for the Arts and Sciences | New American Academy Charter School |  5800 TILDEN AVENUE CONSOLIDATED LOCATION,0.0,2.0,18.0
968,2016 - 17,70 TOMPKINS AVENUE CONSOLIDATED LOCATION,K033,K,14,791.0,70 TOMPKINS AVENUE CONSOLIDATED LOCATION,2,205.0,PS 032K,  P.S. 368|  Success Academy Charter School - Bed-Stuy 1|  70 TOMPKINS AVENUE CONSOLIDATED LOCATION,1.0,0.0,0.0
969,2016 - 17,P.S. 198 Isador E. Ida Straus,M198,M,2,162.0,,2,629.0,PS 192M,New Design Middle School l KIPP Infinity School | 625 West 133 Street,2.0,0.0,1.0
970,2016 - 17,1116 SHERIDAN AVENUE CONSOLIDATED LOCATION ,X090,X,9,601.0,,1,1134.0,MOSHOLU NEW BEGINNINGS,P.S. 087 Bronx,0.0,0.0,0.0
971,2016 - 17,512 CARROLL STREET CONSOLIDATED LOCATION,K834,K,15,,512 CARROLL STREET CONSOLIDATED LOCATION,2,1444.0,PS 163 Bath Beach,P.S. 372 -The Children's School | The Children's School | 512 CARROLL STREET CONSOLIDATED LOCATION,,,
972,2016 - 17,4862 BROADWAY CONSOLIDATED LOCATION,M176,M,6,311.0,,1,619.0,PS 171M,P.S. 175 Henry H Garnet,0.0,2.0,4.0
973,2016 - 17,New Design High School,M543,M,2,352.0,350 GRAND STREET CONSOLIDATED LOCATION,5,654.0,HS FOR HUMANITIES,"Essex Street Academy |  Urban Assembly Academy of Government and Law, The |  Lower Manhattan Arts Academy |  New Design High School |  High School for Dual Language and Asian Studies |  350 GRAND STREET CONSOLIDATED LOCATION",,,
974,2016 - 17,509 WEST 129 STREET CONSOLIDATED LOCATION,M043,M,5,340.0,509 WEST 129 STREET CONSOLIDATED LOCATION,3,683.0,PS 040M,I.S. M286 Renaissance Leadership Academy |  Academy for Social Action: A College Board School |  Urban Assembly School for the Performing Arts |509 WEST 129 STREET CONSOLIDATED LOCATION,,,
975,2016 - 17,P.S. 299 Thomas Warren Field,K299,K,32,306.0,85 WATKINS STREET CONSOLIDATED LOCATION,2,182.0,JHS 293K,P.S. 298 Dr. Betty Shabazz |  Brownsville Collaborative Middle School |  85 WATKINS STREET CONSOLIDATED LOCATION,0.0,3.0,4.0
976,2016 - 17,244 WEST 144 STREET CONSOLIDATED LOCATION,M194,M,5,742.0,500 WEST 138 STREET CONSOLIDATED LOCATION,2,626.0,PS 187M,P.S. 192 Jacob H. Schiff| Hamilton Grange Middle School| 500 WEST 138 STREET CONSOLIDATED LOCATION,0.0,0.0,0.0
977,2016 - 17,P.S. 084 Lillian Weber,M084,M,3,806.0,219 EAST 109 STREET CONSOLIDATED LOCATION,2,586.0,PS 075M,P.S. 083 Luis Munoz Rivera |  The Bilingual Bicultural School |  219 EAST 109 STREET CONSOLIDATED LOCATION,1.0,0.0,1.0
978,2016 - 17,104 SUTTER AVENUE CONSOLIDATED LOCATION,K356,K,23,294.0,104 SUTTER AVENUE CONSOLIDATED LOCATION,2,1040.0,PS 335K,P.S. 156 Waverly |  I.S. 392 |  104 SUTTER AVENUE CONSOLIDATED LOCATION,,,
979,2016 - 17,J.H.S. 259 William Mckinley,K259,K,20,1106.0,141 MACON STREET CONSOLIDATED LOCATION,2,284.0,PS 254K,P.S. K140|Leadership Prep Bedford Stuyvesant Charter School|141 MACON STREET CONSOLIDATED LOCATION,,,
980,2016 - 17,P.S. 316 Elijah Stroud,K316,K,17,1930.0,330 59 STREET CONSOLIDATED LOCATION,2,1423.0,PS 971,PS 503: The School of Discovery |  P.S. 506: The School of Journalism & Technology |  330 59 STREET CONSOLIDATED LOCATION,0.0,3.0,0.0
981,2016 - 17,High School for Health Professions and Human Servi,M420,M,2,1553.0,145 WEST  84 STREET CONSOLIDATED LOCATION,5,539.0,GEORGE WASHINGTON HS ,The Urban Assembly School for Green Careers|The Global Learning Collaborative|Innovation Diploma Plus|FRANK McCOURT HIGH SCHOOL|Success Academy Charter School - Upper West|145 WEST  84 STREET CONSOLIDATED LOCATION,3.0,9.0,30.0
982,2016 - 17,P.S./I.S. 78Q,Q078,Q,30,359.0,,1,1380.0,Civic Leadership Academy,Cambria Heights Academy,0.0,1.0,4.0
983,2016 - 17,232 EAST 103 STREET CONSOLIDATED LOCATION,M121,M,4,535.0,232 EAST 103 STREET CONSOLIDATED LOCATION,2,555.0,JHS 117M,P.S. 38 Roberto Clemente|DREAM Charter School|232 EAST 103 STREET CONSOLIDATED LOCATION,,,
984,2016 - 17,THE URBAN ASSEMBLY SCHOOL FOR THE PERFORMING ARTS (MANHATTAN),M369,M,5,128.0,509 WEST 129 STREET CONSOLIDATED LOCATION,3,683.0,PS 040M,I.S. M286 Renaissance Leadership Academy |  Academy for Social Action: A College Board School |  Urban Assembly School for the Performing Arts |509 WEST 129 STREET CONSOLIDATED LOCATION,,,
985,2016 - 17,"High School for Arts, Imagination and Inquiry",M299,M,3,576.0,231-249 EAST 56 STREET CONSOLIDATED LOCATION,2,1063.0,JULIA RICHMAN ED. COMPLEX,P.S. 059 Beekman Hill International |  Art and Design High School |  231-249 EAST 56 STREET CONSOLIDATED LOCATION,,,
986,2016 - 17,P.S. 272 Curtis Estabrook,K272,K,18,332.0,1137 HERKIMER STREET CONSOLIDATED LOCATION,3,287.0,PS 269K,Mott Hall IV |  Eagle Academy for Young Men II |Ocean Hill Collegiate Charter School |1137 HERKIMER STREET CONSOLIDATED LOCATION,,,
987,2016 - 17,Urban Assembly High School of Music and Art,K350,K,13,598.0,,1,279.0,PS 245K,Cobble Hill School of American Studies,3.0,5.0,7.0
988,2016 - 17,Citizens of the World Charter School 1 Williamsbur,K689,K,14,1116.0,424 LEONARD STREET CONSOLIDATED LOCATION,3,227.0,PS 124K,John Ericsson Middle School 126| Citizens of the World Charter School 1 Williamsbur| Northside Charter High School| 424 LEONARD STREET CONSOLIDATED LOCATION,1.0,0.0,5.0
989,2016 - 17,Lower Manhattan Arts Academy,M308,M,2,2430.0,351 WEST  18 STREET CONSOLIDATED LOCATION,6,,,"James Baldwin School, The: A School for Expedition |  MANHATTAN BUSINESS ACADEMY |  Landmark High School |  Quest to Learn |  Hudson High School of Learning Technologies |  Humanities Preparatory Academy |  351 WEST  18 STREET CONSOLIDATED LOCATION",3.0,10.0,13.0
990,2016 - 17,400 PENNSYLVANIA AVENUE CONSOLIDATED LOCATION,K435,K,19,246.0,400 PENNSYLVANIA AVENUE CONSOLIDATED LOCATION,5,1458.0,Spring Creek Community School,Thomas Jefferson Yabc |  FDNY High School for Fire and Life Safety |  High School for Civil Rights |  Performing Arts and Technology High School |  World Academy for Total Community Health High Scho |  400 PENNSYLVANIA AVENUE CONSOLIDATED LOCATION,,,
991,2016 - 17,P.S. Q256,Q256,O,0,628.0,,1,1076.0,BEDFORD ACADEMY HS,HEBREW LANGUAGE ACADEMY CHARTER SCHOOL (BS),0.0,0.0,0.0
992,2016 - 17,Brooklyn School of Inquiry,K686,K,20,360.0,50 AVENUE P CONSOLIDATED LOCATION,2,274.0,PS 233K,The Academy of Talented Scholars |  Brooklyn School of Inquiry |  50 AVENUE P CONSOLIDATED LOCATION,,,
993,2016 - 17,P.S. 261 Philip Livingston,K261,K,15,228.0,,1,1332.0,Excellence Charter School of Bedford Stuyvesant,The Fresh Creek School,0.0,0.0,0.0
994,2016 - 17,P.S. 238 Anne Sullivan,K238,K,21,585.0,50 AVENUE P CONSOLIDATED LOCATION,2,274.0,PS 233K,The Academy of Talented Scholars |  Brooklyn School of Inquiry |  50 AVENUE P CONSOLIDATED LOCATION,,,
995,2016 - 17,Fort Hamilton High School,K490,K,20,892.0,,1,10.0,BUSHWICK HS CAMPUS,The Christa McAuliffe School\I.S. 187,0.0,0.0,0.0
996,2016 - 17,Bedford Stuyvesant Preparatory High School,K575,K,13,135.0,832 MARCY AVENUE CONSOLIDATED LOCATION ,4,5.0,BOYS AND GIRLS HS,Brooklyn Academy High School|Bedford Stuyvesant Preparatory High School|Bedford Stuyvesant Collegiate -Uncommon Collegiate Charter High School|Brownsville Collegiate Charter School|832 MARCY AVENUE CONSOLIDATED LOCATION ,,,
997,2016 - 17,UFT ELEMENTARY CHARTER SCHOOL(BROOKLYN) ,K359,K,19,579.0,301 VERMONT STREET|300 WYONA STREET|CONSOLIDATED LOCATION,2,26.0,IS 291K,J.H.S. 292 Margaret S. Douglas | The Uft Charter School | 301 VERMONT STREET|300 WYONA STREET|CONSOLIDATED LOCATION,,,
998,2016 - 17,P.S. 200 Benson School,K200,K,20,521.0,,1,1124.0,PS 197K,P.S. 199 Frederick Wachtel,0.0,0.0,0.0
999,2016 - 17,M.S. 250 West Side Collaborative Middle School,M250,M,3,575.0,735 WEST END AVENUE CONSOLDATED LOCATION ,2,657.0,IS 070M,P.S. 075 Emily Dickinson| M.S. 250 West Side Collaborative Middle School| 735 WEST END AVENUE CONSOLDATED LOCATION ,,,
1000,2016 - 17,University Neighborhood High School,M448,M,1,407.0,350 GRAND STREET CONSOLIDATED LOCATION,5,654.0,HS FOR HUMANITIES,"Essex Street Academy |  Urban Assembly Academy of Government and Law, The |  Lower Manhattan Arts Academy |  New Design High School |  High School for Dual Language and Asian Studies |  350 GRAND STREET CONSOLIDATED LOCATION",,,
1001,2016 - 17,P.S. 269 Nostrand,K269,K,22,424.0,,1,42.0,MS 323K,P.S. 268 Emma Lazarus,0.0,0.0,1.0
1002,2016 - 17,P.S. K396,K396,K,23,682.0,,1,44.0,MS 390K,P.S. 109,0.0,1.0,1.0
1003,2016 - 17,I.S. 281 Joseph B Cavallaro,K281,K,21,211.0,PRE-K CENTER @ 500 19TH STREET - BROOKLYN,2,,,M.S. 442 Carroll Gardens School for Innovation |Pre-Kcenter @ Bishop Ford School Site,0.0,0.0,0.0
1004,2016 - 17,"The High School for Enterprise, Business and Techn",K478,K,14,432.0,850 GRAND STREET CONSOLIDATED LOCATION,3,197.0,PROSPECT HEIGHTS HS,"PROGRESS High School for Professional Careers |  School for Legal Studies |  The High School for Enterprise, Business and Techn |  850 GRAND STREET CONSOLIDATED LOCATION",,,
1005,2016 - 17,P.S. 008 Robert Fulton,K008,K,13,947.0,,1,51.0,PS 008K,P.S. 008 Robert Fulton,0.0,0.0,0.0
1006,2016 - 17,549 AUDUBON AVENUE CONSOLIDATED LOCATION,M465,M,6,409.0,549 AUDUBON AVENUE CONSOLIDATED LOCATION,5,709.0,WASHINGTON IRVING HS,George Washington Yabc |  The College Academy |  High School for Media and Communications |  High School for Law and Public Service |  High School for Health Careers and Sciences |  549 AUDUBON AVENUE CONSOLIDATED LOCATION,,,
1007,2016 - 17,DREAM CHARTER SCHOOL(MN),M382,M,4,226.0,232 EAST 103 STREET CONSOLIDATED LOCATION,2,555.0,JHS 117M,P.S. 38 Roberto Clemente|DREAM Charter School|232 EAST 103 STREET CONSOLIDATED LOCATION,,,
1008,2016 - 17,1075 OCEAN VIEW AVENUE CONSOLIDATED LOCATION,K225,K,21,976.0,1075 OCEAN VIEW AVENUE CONSOLIDATED LOCATION,2,165.0,IS 223K,P.S. K225 - The Eileen E. Zaglin |  P.S. K771 |  1075 OCEAN VIEW AVENUE CONSOLIDATED LOCATION,,,
1009,2016 - 17,P.S. 199 Frederick Wachtel,K199,K,21,447.0,,1,105.0,PS 196K,P.S. 198 Brooklyn,0.0,0.0,2.0
1010,2016 - 17,P.S. 102 Jacques Cartier,M102,M,4,317.0,,1,593.0,PS 098M,Mosaic Preparatory Academy,0.0,2.0,3.0
1011,2016 - 17,P.S. 399 Stanley Eugene Clark,K399,K,17,620.0,60 EAST  94 STREET CONSOLIDATED LOCATION,2,192.0,MS 391K,P.S. 398 Walter Weaver |  P.S. 770 New American Academy |  60 EAST  94 STREET CONSOLIDATED LOCATION,1.0,1.0,1.0
1012,2016 - 17,Aspirations Diploma Plus High School,K646,K,23,247.0,,1,64.0,PS 036K,I.S. 340,0.0,0.0,1.0
1013,2016 - 17,J.H.S. 050 John D. Wells,K050,K,14,268.0,,1,19.0,IS 049K,J.H.S. 050 John D. Wells,0.0,2.0,2.0
1014,2016 - 17,306 FORT WASHINGTON AVENUE CONSOLIDATED LOCATION,M173,M,6,742.0,19 EAST 103 STREET CONSOLIDATED LOCATION,2,617.0,PS 165M,P.S. 171 Patrick Henry |  Central Park East II |  19 EAST 103 STREET CONSOLIDATED LOCATION,0.0,5.0,2.0
1015,2016 - 17,The School of Integrated Learning,K354,K,17,558.0,,1,1185.0,PS 377K,P.S. /I.S. 384 Frances E. Carter,0.0,1.0,1.0
1016,2016 - 17,Manhattan Bridges High School,M542,M,2,398.0,525 WEST  50TH STREET CONSOLIDATED LOCATION,5,670.0,MURRY BERGTRAUM HS,"Food and Finance High School |  High School of Hospitality Management |  Urban Assembly School of Design and Construction, |  Facing History School, The |  Manhattan Bridges High School |  525 WEST  50TH STREET CONSOLIDATED LOCATION",,,
1017,2016 - 17,J.H.S. 131 Albert Einstein,X131,X,8,375.0,2055 MAPES AVENUE CONSOLIDATED LOCATION,2,353.0,MS 123X,M.S. 129 Academy for Independent Learning and Lead |  Kappa III |  2055 MAPES AVENUE CONSOLIDATED LOCATION,,,
1018,2016 - 17,Independence High School,M544,M,2,659.0,,1,1103.0,P751M MANHATTAN SCHOOL FOR CAREER DEVELOPMENT,Millennium High School,0.0,0.0,1.0
1019,2016 - 17,333 EAST 151 STREET CONSOLIDATED LOCATION,X600,X,7,,333 EAST 151 STREET CONSOLIDATED LOCATION,4,448.0,JOHN F. KENNEDY HS,Bronx Haven High School |  Bronx Design and Construction Academy |  Alfred E. Smith Campus YABC |  Alfred E. Smith Career and Technical Education Hig |  333 EAST 151 STREET CONSOLIDATED LOCATION,,,
1020,2016 - 17,P.S. 013 M. L. Lindemeyer,R013,R,31,1165.0,,1,1214.0,P023Q,I.S. 007 Elias Bernstein,0.0,0.0,3.0
1021,2016 - 17,P.S. Q086,Q086,Q,28,646.0,,1,746.0,MS 074Q,P.S. 082 Hammond,0.0,1.0,0.0
1022,2016 - 17,Pelham Lab High School,X320,X,8,237.0,1010 REV. J. A. POLITE AVENUE CONSOLIDATED LOCATION,3,1382.0,Academy for Scholarship & Entrepreneurship:A College Board School,Arturo A. Schomburg Satellite Academy Bronx|  Bronx Regional High School|  ROADS Charter School II|  1010 REV. J. A. POLITE AVENUE CONSOLIDATED LOCATION,,,
1023,2016 - 17,1980 LAFAYETTE AVENUE CONSOLIDATED LOCATION,X450,X,8,296.0,1980 LAFAYETTE AVENUE CONSOLIDATED LOCATION,8,527.0,THEODORE ROOSEVELT HS,Pablo Neruda Academy|Millennium Art Academy|Antonia Pantoja Preparatory Academy: A College Boa|Bronx Community High School|BRONX BRIDGES HIGH SCHOOL|Bronx Guild|Stevenson Yabc|Bronx Compass High School|1980 LAFAYETTE AVENUE CONSOLIDATED LOCATION,,,
1024,2016 - 17,J.H.S. 190 Russell Sage,Q190,Q,28,722.0,144-80 BARCLAY AVENUE CONSOLIDATED LOCATION,2,816.0,PS 184Q,J.H.S. 189 Daniel Carter Beard |  Flushing International High School |  144-80 BARCLAY AVENUE CONSOLIDATED LOCATION,,,
1025,2016 - 17,High School for Contemporary Arts,X544,X,11,415.0,800 EAST GUN HILL ROAD CONSOLIDATED LOCATION,7,325.0,CHRISTOPHER COLUMBUS HS,Bronx High School for Writing and Communication Ar |  Bronx Lab School |  High School of Computers and Technology |  Bronx Academy of Health Careers |  High School for Contemporary Arts |  Bronx Aerospace High School | EVANDER CHILDS EVENING H.S.  |800 EAST GUN HILL ROAD CONSOLIDATED LOCATION,,,
1026,2016 - 17,P.S. 191 Mayflower,Q191,Q,26,454.0,144-80 BARCLAY AVENUE CONSOLIDATED LOCATION,2,816.0,PS 184Q,J.H.S. 189 Daniel Carter Beard |  Flushing International High School |  144-80 BARCLAY AVENUE CONSOLIDATED LOCATION,,,
1027,2016 - 17,P.S. Q233,Q233,Q,28,1015.0,,1,1381.0,Frank Sinatra School of The Arts HS,"High School for Construction Trades, Engineering a",0.0,1.0,6.0
1028,2016 - 17,M.S. 053 Brian Piccolo,Q053,Q,27,811.0,,1,886.0,PS 042Q,P.S. 050 Talfourd Lawn Elementary School | 143-26 101 Avenue,0.0,0.0,2.0
1029,2016 - 17,The Highbridge Green School,X361,X,9,484.0,,1,504.0,PS 209X,I.S. 254,1.0,2.0,2.0
1030,2016 - 17,Dr. Richard Izquierdo Health and Science Charter S,X482,X,12,1596.0,800 HOME STREET CONSOLIDATED LOCATION,3,404.0,PS 152X,Bronx Latin|Bronx Career and College Preparatory High School|Dr. Richard Izquierdo Health and Science Charter S|800 HOME STREET CONSOLIDATED LOCATION,0.0,5.0,9.0
