,School Year,Location Name,Location Code,Borough,Geographical District Code,Register,Building Name,# Schools,NYPD Site Code,NYPD Site Name,Schools in Building,Major N,Oth N,NoCrim N
1031,2016 - 17,Kappa III,X316,X,12,343.0,1560 PURDY STREET CONSOLIDATED LOCATION,2,357.0,MS 301X,J.H.S. 127 The Castle Hill |  Linden Tree Elementary School |  1560 PURDY STREET CONSOLIDATED LOCATION,,,
1032,2016 - 17,P.S. 095 Sheila Mencher,X095,X,10,555.0,,2,489.0,PS 085X,P.S. 093 Albert G. Oliver I Icahn Charter School 7 | 1535 Story Avenue,1.0,0.0,4.0
1033,2016 - 17,P.S. 020 John Bowne,Q020,Q,25,370.0,28-37 29 STREET CONSOLIDATED LOCATION,2,723.0,IS 010Q,P.S. 017 Henry David Thoreau|  The 30th Avenue School (G&T Citywide)|  28-37 29 STREET CONSOLIDATED LOCATION,,,
1034,2016 - 17,In-Tech Academy (M.S. / High School 368),X368,X,10,400.0,921 EAST 228TH STREET CONSOLIDATED LOCATION,3,456.0,MS 254X,Academy for Scholarship and Entrepreneurship: A Co |  New World High School |  The Bronxwood Preparatory Academy |  921 EAST 228TH STREET CONSOLIDATED LOCATION,,,
1035,2016 - 17,"Young Women's Leadership School, Queens",Q896,Q,28,507.0,,1,1068.0,INTERNATIONAL HS,Eagle Academy for Young Men III,1.0,4.0,5.0
1036,2016 - 17,E.S.M.T- I.S. 190,X190,X,12,278.0,888 REV J A POLITE AVE CONSOLIDATED LOCATION,2,421.0,CES 053X,P.S. 333 - The Museum School |  The Academy of the Arts |  888 REV J A POLITE AVE CONSOLIDATED LOCATION,,,
1037,2016 - 17,P.S./I.S. 295,Q295,Q,29,657.0,,1,856.0,IS 238Q,P.S. 254 - The Rosa Parks School,0.0,0.0,0.0
1038,2016 - 17,P.S. / I.S. 266,Q266,Q,26,961.0,,1,834.0,PS 239Q,Pioneer Academy,0.0,0.0,0.0
1039,2016 - 17,Flushing Yabc,Q467,Q,25,547.0,35-01 UNION STREET CONSOLIDATED LOCATION,5,735.0,ACADEMY OF AMER. STUDIES HS,Veritas Academy|  Queens High School for Language Studies|  Flushing High School|  Flushing Yabc|  Flushing Evening High Schl M/W,,,
1040,2016 - 17,P.S. 201 The Discovery School for Inquiry and Rese,Q201,Q,25,478.0,,1,854.0,IS 192Q,Goldie Maple Academy,0.0,0.0,4.0
1041,2016 - 17,Home Instruction,M501,M,2,449.0,439 WEST 49TH STREET CONSOLIDATED LOCATION,4,671.0,NORMAN THOMAS HS,Stephen T. Mather Building Arts & Craftsmanship Hi|  BUSINESS OF SPORTS SCHOOL|  Urban Assembly Gateway School for Technology| Success Academy Hell's Kitchen|  439 West 49th Street CONSOLIDATED LOCATION,,,
1042,2016 - 17,100 TOMPKINS AVENUE CONSOLIDATED LOCATION,R014,R,31,591.0,,1,,,P.S. 8 Shirlee Solomon,0.0,0.0,0.0
1043,2016 - 17,A.C.E. Academy for Scholars at the Geraldine Ferra,Q290,Q,24,796.0,,1,1384.0,New York City Academy for Discovery,P.S. 182 Samantha Smith,0.0,0.0,1.0
1044,2016 - 17,P.S. 106 Parkchester,X106,X,11,1194.0,,2,1318.0,METROPOLITAN HIGH SCHOOL,P.S. 103 Hector Fontanez | 4125 Carpenter Avenue,0.0,0.0,1.0
1045,2016 - 17,Fannie Lou Hamer Middle School,X286,X,12,425.0,,1,373.0,PS 060X,P.S. 065 Mother Hale Academy,0.0,1.0,4.0
1046,2016 - 17,P.S. / I.S. 208,Q208,Q,26,323.0,,1,861.0,JHS 202Q,P.S. 205 Alexander Graham Bell,0.0,0.0,1.0
1047,2016 - 17,P.S. 154 Jonathan D. Hyatt,X154,X,7,1103.0,250 EAST 156 STREET CONSOLIDATED LOCATION,3,327.0,CIS 339 (IS 147),P.S./M.S. 031 The William Lloyd Garrison |  J.H.S. 151 Lou Gehrig |  KIPP Academy Charter School |  250 EAST 156 STREET CONSOLIDATED LOCATION,,,
1048,2016 - 17,Jill Chaifetz Transfer High School,X379,X,7,412.0,778 FOREST AVENUE CONSOLIDATED LOCATION,4,,,P.S. X017 |  South Bronx Academy for Applied Media |  Academy of Public Relations |  Jill Chaifetz Transfer High School |  778 FOREST AVENUE CONSOLIDATED LOCATION,,,
1049,2016 - 17,P.S. 036 Saint Albans School,Q036,Q,29,989.0,,1,877.0,PS 026Q,P.S. 033 Edward M. Funk,0.0,0.0,0.0
1050,2016 - 17,"Archimedes Academy for Math, Science and Technolog",X367,X,8,312.0,,1,1026.0,HOSTOS-LINCOLN ACADEMY,P.S. 236 Langston Hughes | 1871 Walton Avenue,0.0,0.0,1.0
1051,2016 - 17,Icahn Charter School 6,X133,X,9,891.0,1363 FULTON AVENUE CONSOLIDATED LOCATION,2,1027.0,P721ROTC,Eximius College Preparatory Academy: A College Boa |  Bronx Center for Science and Mathematics |  1363 FULTON AVENUE CONSOLIDATED LOCATION,0.0,8.0,4.0
1052,2016 - 17,P.S. 153 Helen Keller,X153,X,11,245.0,250 EAST 156 STREET CONSOLIDATED LOCATION,3,327.0,CIS 339 (IS 147),P.S./M.S. 031 The William Lloyd Garrison |  J.H.S. 151 Lou Gehrig |  KIPP Academy Charter School |  250 EAST 156 STREET CONSOLIDATED LOCATION,,,
1053,2016 - 17,The New American Academy at Roberto Clemente State,X274,X,9,284.0,,1,345.0,IS 192X,P.S. 209,0.0,0.0,0.0
1054,2016 - 17,Townsend Harris High School,Q525,Q,25,1623.0,207- 01 116TH  AVENUE CONSOLIDATED LOCATION,4,857.0,JAMAICA HS,"Institute for Health Professions at Cambria Height|Benjamin Franklin High School for Finance & Inform|Mathematics, Science Research and Technology Magne|Law, Government and Community Service High School|Business, Computer Applications & Entrepreneurship|Humanities & Arts Magnet High School|207- 01 116TH  AVENUE CONSOLIDATED LOCATION",3.0,3.0,15.0
1055,2016 - 17,Grover Cleveland High School,Q485,Q,24,2215.0,101-01 ROCKAWAY BOULEVARD CONSOLIDATED LOCATION,2,857.0,JAMAICA HS,John Adams High School|John Adams Yabc|101-01 ROCKAWAY BOULEVARD CONSOLIDATED LOCATION,,,
1056,2016 - 17,Hyde Leadership Charter School,X345,X,8,858.0,,1,375.0,PS 066X,P.S. 072 Dr. William Dorney,1.0,0.0,1.0
1057,2016 - 17,Holcombe L. Rucker School of Community Research,X332,X,8,671.0,,1,458.0,MS 390X,P.S. 035 Franz Siegel,0.0,1.0,1.0
1058,2016 - 17,BELL Academy,Q294,Q,25,423.0,158-40 76 ROAD CONSOLIDATED LOCATION,3,935.0,PS 161Q,"I.S. 250 The Robert F. Kennedy Community Middle Sc |  Queens School of Inquiry, The |  P.S. Q255 |  158-40 76 ROAD CONSOLIDATED LOCATION",,,
1059,2016 - 17,1684 WHITE PLAINS ROAD,X311,X,11,709.0,40 WEST TREMONT AVENUE CONSOLIDATED LOCATION,2,443.0,IS 229X,P.S. 306 |  The Bronx School of Young Leaders |  40 WEST TREMONT AVENUE CONSOLIDATED LOCATION,,,
1060,2016 - 17,P.S. 65 The Academy of Innovative Learning,R065,R,31,762.0,,1,979.0,NEW DORP HS ,Ralph R. McKee Career and Technical Education High,0.0,2.0,7.0
1061,2016 - 17,P.S. 123,Q123,Q,27,1077.0,,1,914.0,PS 114Q,P.S. 120 Queens,0.0,0.0,1.0
1062,2016 - 17,P.S. 002 Alfred Zimberg,Q002,Q,30,552.0,,1,1457.0,Teachers College Community School,Thurgood Marshall Academy for Learning and Social,2.0,2.0,3.0
1063,2016 - 17,P.S. 193 Alfred J. Kennedy,Q193,Q,25,507.0,109-89 204 STREET CONSOLIDATED LOCATION,2,741.0,JHS 189Q,I.S. 192 The Linden |  Pathways College Preparatory School: A College Boa |  109-89 204 STREET CONSOLIDATED LOCATION,,,
1064,2016 - 17,P.S. 195,X195,X,12,641.0,,1,427.0,CS 067X,P.S. 75 School of Research and Discovery,0.0,3.0,1.0
1065,2016 - 17,701 ST. ANNS AVENUE CONSOLIDATED LOCATION,X470,X,7,526.0,,1,321.0,ADLAI E. STEVENSON HS,Eagle Academy for Young Men,1.0,0.0,4.0
1066,2016 - 17,P.S. X088 - S. Silverstein Little Sparrow School,X088,X,9,989.0,,1,1134.0,MOSHOLU NEW BEGINNINGS,P.S. 085 Great Expectations,0.0,0.0,1.0
1067,2016 - 17,470 JACKSON AVENUE CONSOLIDATED LOCATION,X155,X,7,936.0,,1,326.0,CIS 219 (IS 148),P.S. 152 Evergreen | 1007 Evergreen Avenue,1.0,1.0,0.0
1068,2016 - 17,35-01 UNION STREET CONSOLIDATED LOCATION,Q460,Q,25,1759.0,35-01 UNION STREET CONSOLIDATED LOCATION,5,735.0,ACADEMY OF AMER. STUDIES HS,Veritas Academy|  Queens High School for Language Studies|  Flushing High School|  Flushing Yabc|  Flushing Evening High Schl M/W,,,
1069,2016 - 17,P.S. 209,X209,X,10,701.0,1180 TINTON AVENUE CONSOLIDATED LOCATION,2,1360.0,Cornerstone Academy for Social Action,P.S. 212 |  Urban Scholars Community School |  1180 TINTON AVENUE CONSOLIDATED LOCATION,0.0,3.0,4.0
1070,2016 - 17,P.S. 035 Franz Siegel,X035,X,9,820.0,,1,1135.0,PS 23X,P.S. 032 Belmont,0.0,0.0,0.0
1071,2016 - 17,P.S. 038 George Cromwell,R038,R,31,1122.0,,1,991.0,PS 021R,I.S. 034 Tottenville,0.0,1.0,2.0
1072,2016 - 17,120 Stuyvesant Place,R077,R,31,975.0,,1,1011.0,PS 053R,P.S. 048 William G. Wilcox,0.0,1.0,0.0
1073,2016 - 17,521 WEST 43RD STREET,M912,M,2,362.0,,1,666.0,LEGACY SCHOOL FOR INTEGRATED STUDIES,P.S. 018 Park Terrace,0.0,0.0,0.0
1074,2016 - 17,Providing Urban Learners Success In Education High,X319,X,10,1040.0,,1,345.0,IS 192X,P.S. 205 Fiorello Laguardia,0.0,1.0,1.0
1075,2016 - 17,240 EAST 172 STREET CONSOLIDATED LOCATION,X410,X,9,287.0,240 EAST 172 STREET CONSOLIDATED LOCATION,7,324.0,BRONX REGIONAL HS,Bronx Collegiate Academy |DreamYard Preparatory School |New Directions Secondary School |Bronx High School of Business |Bronx High School for Medical Science |Jonathan Levin High School for Media and Communica |Claremont International HS |240 EAST 172 STREET CONSOLIDATED LOCATION,,,
1076,2016 - 17,965 LONGWOOD AVENUE CONSOLIDATED LOCATION,X039,X,8,623.0,,1,458.0,MS 390X,P.S. X037 - Multiple Intelligence School,0.0,0.0,0.0
1077,2016 - 17,1551 EAST 172ND STREET CONSOLIDATED LOCATION,X423,X,12,1671.0,1300 BOYNTON AVENUE CONSOLIDATED LOCATION ,4,529.0,WILLIAM H. TAFT HIGH SCHOOL,Pan American International High School at Monroe|The Metropolitan Soundview High School|High School of World Cultures|Monroe Academy for Visual Arts & Design|1300 BOYNTON AVENUE CONSOLIDATED LOCATION ,4.0,7.0,17.0
1078,2016 - 17,P.S./ IS 178 Holliswood,Q178,Q,26,786.0,,1,812.0,PS 169Q,P.S. 175 The Lynn Gross Discovery School,0.0,0.0,0.0
1079,2016 - 17,1001 JENNINGS STREET CONSOLIDATED LOCATION,X066,X,12,497.0,1425 WALTON AVENUE CONSOLIDATED LOCATION,3,482.0,PS 058X,P.S. 064 Pura Belpre |  The Walton Avenue School |  Lucero Elementary School |  1425 WALTON AVENUE CONSOLIDATED LOCATION,,,
1080,2016 - 17,Flushing High School,Q460,Q,25,804.0,105-25 HORACE HARDING EXPY N CONSOLIDATED LOCATION,2,716.0,FOREST HILLS HS,HS Arts & Business Yabc |  High School for Arts and Business |  105-25 HORACE HARDING EXPY N CONSOLIDATED LOCATION,1.0,1.0,3.0
1081,2016 - 17,1550 VYSE AVENUE CONSOLIDATED LOCATION,X050,X,12,662.0,,1,369.0,PS 041X,P.S. 049 Willis Avenue,0.0,3.0,4.0
1082,2016 - 17,P.S. 130 Abram Stevens Hewitt,X130,X,8,1524.0,2055 MAPES AVENUE CONSOLIDATED LOCATION,2,353.0,MS 123X,M.S. 129 Academy for Independent Learning and Lead |  Kappa III |  2055 MAPES AVENUE CONSOLIDATED LOCATION,3.0,2.0,5.0
1083,2016 - 17,100-00 BEACH CHANNEL DRIVE CONSOLIDATED LOCATION,Q410,Q,27,804.0,100-00 BEACH CHANNEL DRIVE CONSOLIDATED LOCATION,3,842.0,AUGUST MARTIN HS,Channel View School for Research| Rockaway Park High School for Environmental Sustai| Rockaway Collegiate High School| 100-00 BEACH CHANNEL DRIVE CONSOLIDATED LOCATION,,,
1084,2016 - 17,I.S. 227 Louis Armstrong,Q227,Q,30,402.0,121-10 ROCKAWAY BOULEVARD CONSOLIDATED LOCATION,3,952.0,PS 219Q,J.H.S. 226 Virgil I. Grissom | Hawtree Creek Middle School | Epic High School - South | 121-10 ROCKAWAY BOULEVARD CONSOLIDATED LOCATION,,,
1085,2016 - 17,P.S. 060 Woodhaven,Q060,Q,27,390.0,,1,891.0,PS 052Q,P.S. 056 Harry Eichler,0.0,0.0,1.0
1086,2016 - 17,89-30 114 STREET|94-25 117 Street|CONSOLIDATED LOCATION,Q475,Q,27,2162.0,167-01 GOTHIC DRIVE CONSOLIDATED LOCATION,4,715.0,FLUSHING HS,Queens Collegiate: A College Board School| Hillside Arts & Letters Academy| High School for Community Leadership| Jamaica Gateway to the Sciences| 167-01 GOTHIC DRIVE CONSOLIDATED LOCATION,2.0,7.0,14.0
1087,2016 - 17,M.S. 223 The Laboratory School of Finance and Tech,X223,X,7,409.0,3630 THIRD AVENUE CONSOLIDATED LOCATION,3,354.0,MS 144X,Kappa |  I.S. 219 New Venture School |  Frederick Douglass Academy III Secondary School |  3630 THIRD AVENUE CONSOLIDATED LOCATION,,,
1088,2016 - 17,P.S. 199 Maurice A. Fitzgerald,Q199,Q,24,959.0,,1,854.0,IS 192Q,P.S. 196 Grand Central Parkway,0.0,0.0,1.0
1089,2016 - 17,Childrenâs Aid College Prep Charter School,X124,X,12,204.0,650 HOLLYWOOD AVENUE CONSOLIDATED LOCATION,3,442.0,IS 203X,Urban Institute of Mathematics| Bronx Delta School| Mott Hall Community School| 650 HOLLYWOOD AVENUE CONSOLIDATED LOCATION,,,
1090,2016 - 17,Sheridan Academy for Young Leaders,X457,X,9,1510.0,,1,444.0,IS 232X,P.S. 089 Bronx,0.0,0.0,5.0
1091,2016 - 17,Goldie Maple Academy,Q333,Q,27,579.0,,1,945.0,PS 191Q,P.S. 195 William Haberle,0.0,0.0,1.0
1092,2016 - 17,Life Sciences Secondary School,M655,M,2,616.0,16 CLARKSON STREET CONSOLIDATED LOCATION,3,656.0,HS GRAPHIC COMM. ARTS,Home Instruction |  High School M560 - City As School |  P.S. M721 - Manhattan Occupational Training Center,,,
1093,2016 - 17,P.S. X140 The Eagle School,X140,X,8,389.0,345 BROOK AVENUE CONSOLIDATED LOCATION,3,399.0,PS 134X,P.S. / I.S. 224 |  International Community High School |  Academy of Applied Mathematics and Technology |  345 BROOK AVENUE CONSOLIDATED LOCATION,,,
1094,2016 - 17,Gaynor McCown Expeditionary Learning School,R064,R,31,1018.0,,1,998.0,PS 032R,P.S. 042 Eltingville,0.0,0.0,1.0
1095,2016 - 17,Bronx High School for Writing and Communication Ar,X253,X,11,666.0,1551 EAST 172ND STREET CONSOLIDATED LOCATION,2,325.0,CHRISTOPHER COLUMBUS HS,Mott Hall V |  THE CINEMA SCHOOL |  1551 EAST 172ND STREET CONSOLIDATED LOCATION,,,
1096,2016 - 17,167-01 GOTHIC DRIVE CONSOLIDATED LOCATION,Q470,Q,28,495.0,167-01 GOTHIC DRIVE CONSOLIDATED LOCATION,4,715.0,FLUSHING HS,Queens Collegiate: A College Board School| Hillside Arts & Letters Academy| High School for Community Leadership| Jamaica Gateway to the Sciences| 167-01 GOTHIC DRIVE CONSOLIDATED LOCATION,,,
1097,2016 - 17,P.S. Q811,Q811,Q,26,218.0,,1,1269.0,FRANK SINATRA HS,North Queens Community High School,1.0,3.0,0.0
1098,2016 - 17,P.S. 223 Lyndon B. Johnson,Q223,Q,27,707.0,,1,826.0,PS 213Q,P.S. 220 Edward Mandel,0.0,0.0,0.0
1099,2016 - 17,Bronx Engineering and Technology Academy,X213,X,10,397.0,701 ST. ANNS AVENUE CONSOLIDATED LOCATION,2,321.0,ADLAI E. STEVENSON HS,Mott Haven Village Preparatory High School |  University Heights Secondary School |  701 ST. ANNS AVENUE CONSOLIDATED LOCATION,,,
1100,2016 - 17,Bronx Community High School,X377,X,8,323.0,1980 LAFAYETTE AVENUE CONSOLIDATED LOCATION,8,527.0,THEODORE ROOSEVELT HS,Pablo Neruda Academy|Millennium Art Academy|Antonia Pantoja Preparatory Academy: A College Boa|Bronx Community High School|BRONX BRIDGES HIGH SCHOOL|Bronx Guild|Stevenson Yabc|Bronx Compass High School|1980 LAFAYETTE AVENUE CONSOLIDATED LOCATION,,,
1101,2016 - 17,P.S. 330,Q330,Q,24,628.0,,1,1385.0,Pioneer Academy,P.S. 048 William Wordsworth,0.0,0.0,3.0
1102,2016 - 17,I.S. 077,Q077,Q,24,518.0,,1,1349.0,Young Women Leadership School-Astoria,Baccalaureate School for Global Education,0.0,0.0,0.0
1103,2016 - 17,P.S. 254 - The Rosa Parks School,Q254,Q,27,974.0,,1,736.0,IS 237Q,"P.S. 128 The Lorraine Tuzzo, Juniper Valley | 69-10 65th Drive",0.0,1.0,1.0
1104,2016 - 17,I.S. 206 Ann Mersereau,X206,X,10,279.0,1180 TINTON AVENUE CONSOLIDATED LOCATION,2,1360.0,Cornerstone Academy for Social Action,P.S. 212 |  Urban Scholars Community School |  1180 TINTON AVENUE CONSOLIDATED LOCATION,,,
1105,2016 - 17,Thomas C. Giordano Middle School 45,X045,X,10,274.0,1825 PROSPECT AVENUE CONSOLIDATED LOCATION,2,519.0,PS/MS 037X,P.S. 044 David C. Farragut |  Accion Academy |  1825 PROSPECT AVENUE CONSOLIDATED LOCATION,,,
1106,2016 - 17,Staten Island Yabc,R607,R,31,1583.0,,1,1017.0,PS 060R,Port Richmond High School,2.0,10.0,27.0
1107,2016 - 17,977 FOX STREET CONSOLIDATED LOCATION,X116,X,12,767.0,120 EAST 184 STREET CONSOLIDATED LOCATION,2,333.0,CS 110X,ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE |  East Fordham Academy for the Arts |  120 EAST 184 STREET CONSOLIDATED LOCATION,0.0,2.0,6.0
1108,2016 - 17,Hillside Arts & Letters Academy,Q325,Q,28,629.0,8-21 BAY 25 STREET CONSOLIDATED LOCATION,4,711.0,ARTS & BUSINESS HS,"Frederick Douglass Academy VI High School |  Knowledge and Power Preparatory Academy VI |  Queens High School for Information, Research, and |  Academy of Medical Technology: A College Board Sch |  8-21 BAY 25 STREET CONSOLIDATED LOCATION",,,
1109,2016 - 17,P.S. 124 Osmond A Church,Q124,Q,27,939.0,,1,915.0,PS 115Q,P.S. 121 Queens,0.0,0.0,0.0
1110,2016 - 17,Urban Assembly Gateway School for Technology,M507,M,2,378.0,439 WEST 49TH STREET CONSOLIDATED LOCATION,4,671.0,NORMAN THOMAS HS,Stephen T. Mather Building Arts & Craftsmanship Hi|  BUSINESS OF SPORTS SCHOOL|  Urban Assembly Gateway School for Technology| Success Academy Hell's Kitchen|  439 West 49th Street CONSOLIDATED LOCATION,,,
1111,2016 - 17,Thurgood Marshall Academy for Learning and Social,M670,M,5,280.0,,1,1305.0,PS 18 ANNEX/PS 98 ANNEX,Satellite Academy High School,0.0,1.0,2.0
1112,2016 - 17,I.S. 232,X232,X,9,891.0,3202 STEUBEN AVENUE CONSOLIDATED LOCATION,2,380.0,PS 075X,J.H.S. 080 The Mosholu Parkway |  P.S./M.S. 280 Mosholu Parkway |  3202 STEUBEN AVENUE CONSOLIDATED LOCATION,,,
1113,2016 - 17,108-35 167 STREET CONSOLIDATED LOCATION,Q008,Q,28,1836.0,,1,638.0,THURGOOD MARSHALL ACADEMY,I.S. 5 - The Walter Crowley Intermediate School,0.0,2.0,4.0
1114,2016 - 17,132-10 JAMAICA AVENUE,Q383,Q,28,304.0,,1,889.0,PS 048Q,East Elmhurst Community School,0.0,0.0,0.0
1115,2016 - 17,The New School for Leadership and Journalism,X244,X,10,304.0,3750 BAYCHESTER AVENUE CONSOLIDATED LOCATION,3,459.0,MS 391X,Bronx Alliance Middle School |  One World Middle School at Edenwald |  Baychester Middle School |  3750 BAYCHESTER AVENUE CONSOLIDATED LOCATION,,,
1116,2016 - 17,39-07 57th Street,Q339,Q,30,356.0,,1,1427.0,PS 273,Queens Explorers Elementary School,0.0,0.0,0.0
1117,2016 - 17,143-10 SPRINGFIELD BOULEVARD CONSOLIDATED LOCATION,Q420,Q,29,494.0,143-10 SPRINGFIELD BOULEVARD CONSOLIDATED LOCATION,4,,,Queens Preparatory Academy |  Excelsior Preparatory High School |  George Washington Carver High School for the Scien |  Preparatory Academy for Writers: A College Board S |  143-10 SPRINGFIELD BOULEVARD CONSOLIDATED LOCATION,,,
1118,2016 - 17,Staten Island School of Civic Leadership,R861,R,31,426.0,,1,1022.0,TOTTENVILLE HS ,P.S. 65 The Academy of Innovative Learning,0.0,0.0,0.0
1119,2016 - 17,P.S. 062 Inocensio Casanova,X062,X,8,539.0,1550 CROTONA PARK EAST CONSOLIDATED LOCATION,2,426.0,CS 057X,P.S. 061 Francisco Oller |  E.S.M.T- I.S. 190 |  1550 CROTONA PARK EAST CONSOLIDATED LOCATION,0.0,0.0,2.0
1120,2016 - 17,2055 MAPES AVENUE CONSOLIDATED LOCATION,X129,X,12,1119.0,1560 PURDY STREET CONSOLIDATED LOCATION,2,357.0,MS 301X,J.H.S. 127 The Castle Hill |  Linden Tree Elementary School |  1560 PURDY STREET CONSOLIDATED LOCATION,1.0,2.0,5.0
1121,2016 - 17,George Washington Carver High School for the Scien,Q272,Q,29,3744.0,,1,,,Benjamin N. Cardozo High School,2.0,15.0,11.0
1122,2016 - 17,Success Academy Hell's Kitchen,M170,M,2,261.0,111 EAST  33RD STREET CONSOLIDATED LOCATION,4,531.0,AP RANDOLPH HS,MANHATTAN ACADEMY FOR ARTS & LANGUAGE |  Murray Hill Academy |  Unity Center for Urban Technologies | Success Academy HS of the Liberal Arts   |  111 EAST  33RD STREET CONSOLIDATED LOCATION,,,
1123,2016 - 17,J.H.S. 098 Herman Ridder,X098,X,12,955.0,,1,428.0,CS 090X,P.S. 096 Richard Rodgers | 2385 Olinville Avenue,0.0,0.0,0.0
1124,2016 - 17,P.S. X010,X010,X,8,436.0,1180 REV. J.A. POLITE AVE. CONSOLIDATED LOCATION,1,492.0,PS 094X,Metropolitan High School | 1180 REV. J.A. POLITE AVE. CONSOLIDATED LOCATION,1.0,8.0,4.0
1125,2016 - 17,199-10 112 AVENUE,Q892,Q,29,460.0,,1,1380.0,Civic Leadership Academy,The 51 Avenue Academy (The Path To Academic Excell,0.0,0.0,0.0
1126,2016 - 17,Bronx Design and Construction Academy,X522,X,7,961.0,1640 BRONXDALE AVE CONSOLIDATED LOCATION,2,526.0,SOUTH BRONX HS,PS/MS 11X498 - VAN NEST ACADEMY|Icahn Charter School 2|1640 BRONXDALE AVE CONSOLIDATED LOCATION,1.0,0.0,1.0
1127,2016 - 17,Blueprint Middle School,X562,X,8,541.0,1025 MORRISON AVENUE CONSOLIDATED LOCATION,2,1132.0,IS 216X,J.H.S. 123 James M. Kieran |  The School for Inquiry and Social Justice |  1025 MORRISON AVENUE CONSOLIDATED LOCATION,,,
1128,2016 - 17,P.S. 091 Bronx,X091,X,10,1094.0,1116 SHERIDAN AVENUE CONSOLIDATED LOCATION ,2,444.0,IS 232X,The Family School |  Sheridan Academy for Young Leaders |  1116 SHERIDAN AVENUE CONSOLIDATED LOCATION,0.0,0.0,1.0
1129,2016 - 17,P.S. 044 Thomas C. Brown,R044,R,31,449.0,100 ESSEX DRIVE CONSOLIDATED LOCATION,3,973.0,IS 034R,Marsh Avenue School for Expeditionary Learning |  Gaynor McCown Expeditionary Learning School |  100 ESSEX DRIVE CONSOLIDATED LOCATION,,,
1130,2016 - 17,600 SAINT ANN'S AVENUE CONSOLIDATED LOCATION,X162,X,7,509.0,628 TINTON AVENUE CONSOLIDATED LOCATION,2,496.0,PS 156X,P.S. 161 Ponce De Leon|P17@IS161(XW)|628 TINTON AVENUE CONSOLIDATED LOCATION,0.0,1.0,2.0
1131,2016 - 17,138-30 LAFAYETTE STREET CONSOLIDATED LOCATION,Q202,Q,27,522.0,,1,946.0,PS 195Q,P.S. 201 The Discovery School for Inquiry and Rese,1.0,0.0,0.0
1132,2016 - 17,P.S. 096 Richard Rodgers,X096,X,11,1727.0,3961 HILLMAN AVENUE CONSOLIDATED LOCATION,2,383.0,PS 087X,P.S. 095 Sheila Mencher |  Ampark Neighborhood |  3961 HILLMAN AVENUE CONSOLIDATED LOCATION,1.0,2.0,0.0
1133,2016 - 17,"P.S. 128 The Lorraine Tuzzo, Juniper Valley Elemen",Q128,Q,24,388.0,,1,1209.0,IS 235Q,P.S. 242 Leonard P. Stavisky Early Childhood Schoo,0.0,0.0,0.0
1134,2016 - 17,P.S./M.S. 031 The William Lloyd Garrison,X031,X,7,697.0,360 EAST 145 STREET CONSOLIDATED LOCATION,2,446.0,JHS 145X,South Bronx Preparatory: A College Board School |  M.S. 223 The Laboratory School of Finance and Tech |  360 EAST 145 STREET CONSOLIDATED LOCATION,,,
1135,2016 - 17,1600 WEBSTER AVENUE CONSOLIDATED LOCATION,X147,X,9,254.0,1000 TELLER AVENUE CONSOLIDATED LOCATION,3,352.0,JHS 142X,J.H.S. 145 Arturo Toscanini|Urban Science Academy|New Millennium Business Academy Middle School|1000 TELLER AVENUE CONSOLIDATED LOCATION,,,
1136,2016 - 17,The Academy for Excellence through the Arts,Q003,Q,28,508.0,,1,1266.0,PS/IS 278,SPRUCE STREET SCHOOL,0.0,1.0,1.0
